,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,target
88,5008905,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-10,6,0
89,5008906,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-4,6,0
90,5008907,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-8,6,0
91,5008908,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-2,6,0
92,5008909,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-7,6,0
93,5008910,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-1,6,0
94,5008911,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-6,6,0
95,5008912,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
96,5008913,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-4,6,0
97,5008914,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
98,5008915,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-3,6,0
99,5008916,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
100,5008917,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,-2,6,0
101,5008918,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
102,5008919,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
103,5008920,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
104,5008921,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
105,5008922,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
106,5008923,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
107,5008924,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
108,5008925,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
109,5008926,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,0,0
110,5008927,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
111,5008928,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,1,0
112,5008929,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
113,5008930,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,0,0
114,5008931,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
115,5008932,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,0,0
116,5008933,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
117,5008934,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
118,5008935,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
119,5008936,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
120,5008937,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
121,5008938,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
122,5008939,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
123,5008940,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
124,5008941,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,8,1.0,0,6,0
125,5008942,0,0,0,0,157500.0,0,1,1,1,-13642,-4846,1,0,1,0,6,2.0,-28,7,0
126,5008943,0,0,0,0,157500.0,0,1,1,1,-13642,-4846,1,0,1,0,6,2.0,0,7,0
127,5008944,0,0,0,0,157500.0,0,1,1,1,-13642,-4846,1,0,1,0,6,2.0,-8,7,0
128,5008945,0,0,0,0,157500.0,0,1,1,1,-13642,-4846,1,0,1,0,6,2.0,-15,7,0
129,5008946,0,0,0,0,157500.0,0,1,1,1,-13642,-4846,1,0,1,0,6,2.0,-33,7,0
130,5008947,1,0,1,0,135000.0,4,4,1,1,-15484,-1408,1,1,1,0,4,2.0,0,7,0
131,5008948,1,0,1,0,135000.0,4,4,1,1,-15484,-1408,1,1,1,0,4,2.0,-5,7,0
132,5008949,1,0,1,0,135000.0,4,4,1,1,-15484,-1408,1,1,1,0,4,2.0,0,7,0
133,5008950,1,0,1,0,135000.0,4,4,1,1,-15484,-1408,1,1,1,0,4,2.0,0,7,0
134,5008951,1,0,1,1,225000.0,4,4,1,1,-10321,-2808,1,0,0,0,17,3.0,0,6,0
135,5008952,1,0,1,1,225000.0,4,4,1,1,-10321,-2808,1,0,0,0,17,3.0,-9,7,0
136,5008953,1,0,1,1,225000.0,4,4,1,1,-10321,-2808,1,0,0,0,17,3.0,0,7,0
137,5008954,1,0,1,1,225000.0,4,4,1,1,-10321,-2808,1,0,0,0,17,3.0,0,0,0
138,5008955,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,0,0
139,5008956,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,6,0
140,5008957,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,-12,6,0
141,5008958,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,0,0
142,5008959,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,6,0
143,5008960,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,6,0
144,5008962,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,6,0
145,5008963,0,1,1,0,135000.0,4,4,1,1,-17785,-1712,1,0,0,0,8,2.0,0,6,0
146,5008966,1,0,1,0,157500.0,4,4,1,1,-16027,-889,1,0,1,0,17,2.0,0,0,0
147,5008967,1,0,1,0,157500.0,4,4,1,1,-16027,-889,1,0,1,0,17,2.0,0,0,0
148,5008971,1,0,1,0,157500.0,4,4,1,1,-16027,-889,1,0,1,0,17,2.0,-51,0,0
149,5008973,1,0,1,0,157500.0,4,4,1,1,-16027,-889,1,0,1,0,17,2.0,0,0,0
150,5008974,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,-47,0,0
151,5008975,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,-28,7,0
152,5008976,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,0,0,0
153,5008977,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,0,0,0
154,5008978,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,-17,7,0
155,5008979,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,0,6,0
156,5008980,0,0,1,0,112500.0,1,4,1,1,-22319,365243,1,0,0,0,17,2.0,-8,6,0
157,5008981,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,0,7,0
158,5008983,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,-47,7,0
159,5008984,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,0,6,0
160,5008986,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,0,7,0
161,5008987,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,0,6,0
162,5008988,1,1,1,0,112500.0,2,4,1,1,-20874,-2381,1,0,1,0,4,2.0,0,7,0
163,5008991,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,-2,7,0
164,5008992,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,0,6,0
165,5008993,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,0,0,0
166,5008994,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,0,0,0
167,5008995,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,-10,7,0
168,5112861,0,1,1,0,270000.0,4,4,2,1,-16582,-1194,1,1,1,0,1,1.0,-2,7,0
169,5008998,0,1,1,0,270000.0,4,1,1,1,-10628,-828,1,0,0,1,10,2.0,-1,7,0
170,5008999,0,1,1,0,270000.0,4,1,1,1,-10628,-828,1,0,0,1,10,2.0,-21,7,0
171,5009000,1,1,1,0,157500.0,4,4,1,1,-9927,-828,1,0,0,0,4,2.0,0,6,0
172,5009001,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-34,7,0
173,5009002,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-38,7,0
174,5009005,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-29,7,0
175,5009006,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-35,7,0
176,5009007,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-49,7,0
177,5009008,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-3,7,0
178,5009009,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-22,7,0
179,5009010,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-6,7,0
180,5009012,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,0,0,0
181,5009014,1,0,1,0,166500.0,4,4,1,1,-18926,-6276,1,1,1,0,8,2.0,-29,7,0
182,5009016,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,0,6,0
183,5009018,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,-31,6,0
184,5009019,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,0,0,0
185,5009020,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,-8,6,0
186,5009022,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,-2,6,0
187,5009023,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,0,6,0
188,5009024,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,0,6,0
189,5009025,0,0,1,2,216000.0,2,1,1,1,-15444,-3112,1,0,0,1,17,4.0,0,6,0
190,5009027,0,1,1,0,270000.0,0,4,1,1,-19861,-10843,1,0,0,1,8,2.0,0,0,0
191,5112862,0,1,1,0,270000.0,0,4,1,1,-19861,-10843,1,0,0,1,8,2.0,-12,6,0
192,5009028,0,1,1,0,225000.0,0,4,1,1,-14450,-2777,1,0,0,0,8,2.0,-7,7,0
193,5009029,0,1,1,0,225000.0,0,4,1,1,-14450,-2777,1,0,0,0,8,2.0,0,6,0
194,5009031,0,0,1,0,315000.0,4,4,3,1,-10554,-1194,1,0,0,0,0,1.0,0,6,0
195,5009032,0,0,1,0,315000.0,4,4,3,1,-10554,-1194,1,0,0,0,0,1.0,0,6,0
196,5009033,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,0,7,0
197,5009034,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,-14,6,0
198,5009035,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,0,7,0
199,5009036,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,0,6,0
200,5009037,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,0,7,0
201,5009038,0,0,0,0,255150.0,1,2,0,4,-18682,365243,1,0,0,0,17,2.0,0,7,0
202,5009039,0,0,1,2,157500.0,4,4,3,1,-14326,-555,1,0,0,0,3,3.0,0,6,0
203,5009040,0,0,1,2,157500.0,4,4,3,1,-14326,-555,1,0,0,0,3,3.0,0,6,0
204,5009042,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,0,7,0
205,5009043,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,-2,7,0
206,5009044,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,-4,7,0
207,5009045,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,-3,7,0
208,5009046,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,0,0,0
209,5009047,0,0,1,0,148500.0,4,1,1,1,-17641,-889,1,0,0,0,3,2.0,0,0,0
210,5009050,0,0,1,2,202500.0,4,1,1,1,-10997,-2289,1,0,0,1,3,4.0,-21,6,0
211,5009051,0,0,1,2,202500.0,4,1,1,1,-10997,-2289,1,0,0,1,3,4.0,-14,6,0
212,5009052,0,0,1,2,202500.0,4,1,1,1,-10997,-2289,1,0,0,1,3,4.0,0,6,0
213,5009053,0,0,1,2,202500.0,4,1,1,1,-10997,-2289,1,0,0,1,3,4.0,-38,6,0
214,5009055,0,0,1,2,202500.0,4,1,1,1,-10997,-2289,1,0,0,1,3,4.0,-42,7,0
215,5009056,1,0,1,0,202500.0,4,4,3,1,-8861,-889,1,1,0,0,4,1.0,-15,0,0
216,5009057,1,0,1,0,202500.0,4,4,3,1,-8861,-889,1,1,0,0,4,1.0,0,0,0
217,5009058,0,1,1,0,112500.0,0,4,3,1,-7489,-797,1,0,1,1,12,1.0,0,7,0
218,5009060,0,0,1,0,94500.0,1,1,1,1,-22331,365243,1,0,1,0,17,2.0,0,0,0
219,5009062,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,-8,6,0
220,5009063,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,6,0
221,5009064,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,7,0
222,5009065,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,7,0
223,5009066,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,0,0
224,5009067,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,-32,7,0
225,5009068,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,6,0
226,5009069,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,0,6,0
227,5009070,1,1,1,0,315000.0,4,4,0,1,-10450,-2077,1,0,0,0,14,2.0,-2,6,0
228,5009071,0,1,1,0,270000.0,0,2,0,2,-10264,-3173,1,0,1,1,6,2.0,0,6,0
229,5009072,0,1,1,0,270000.0,0,2,0,2,-10264,-3173,1,0,1,1,6,2.0,-20,6,0
230,5009074,0,1,1,1,450000.0,2,1,1,1,-17726,-708,1,0,1,1,3,3.0,0,0,0
231,5009075,0,1,1,1,450000.0,2,1,1,1,-17726,-708,1,0,1,1,3,3.0,-5,7,0
232,5009078,1,0,1,1,180000.0,4,4,1,5,-14122,-1286,1,0,0,0,4,3.0,0,6,0
233,5009079,0,0,1,0,112500.0,4,1,0,1,-10064,-3173,1,0,0,1,8,2.0,0,6,0
234,5009080,0,0,1,0,112500.0,4,1,0,1,-10064,-3173,1,0,0,1,8,2.0,0,6,0
235,5009081,0,0,1,0,112500.0,4,1,0,1,-10064,-3173,1,0,0,1,8,2.0,-3,7,0
236,5009083,1,0,1,0,90000.0,4,4,1,1,-20531,-5730,1,0,0,0,4,2.0,-4,6,0
237,5009084,1,0,1,0,90000.0,4,4,1,1,-20531,-5730,1,0,0,0,4,2.0,0,0,0
238,5009088,1,1,0,2,202500.0,0,1,1,1,-14730,-2989,1,0,0,0,8,4.0,-6,7,0
239,5009089,1,1,0,2,202500.0,0,1,1,1,-14730,-2989,1,0,0,0,8,4.0,0,0,0
240,5009090,1,1,1,0,247500.0,4,4,1,1,-12628,-4025,1,0,0,0,4,2.0,0,0,0
241,5009092,1,1,1,1,765000.0,4,1,1,1,-12197,-1194,1,1,0,0,10,3.0,0,1,0
242,5009094,1,1,1,1,765000.0,4,1,1,1,-12197,-1194,1,1,0,0,10,3.0,0,0,0
243,5009095,1,1,1,1,765000.0,4,1,1,1,-12197,-1194,1,1,0,0,10,3.0,0,0,0
